TIPOTRANSACCION,TRANSACCIONID,FECHA,FECHACONTABLE,CATEGORIA,NUMERODOCUMENTO,DOCUMENTO,ESTABLECIMIENTO,ZONA,LOTE,ACTIVIDAD,CTG,LABORPRODUCTO,LABORPRODUCTOID,LOTEACTIVIDADID,IMPLEMENTO,PARTIDA,SUPERFICIE,SUPERFICIEASIGNADA,CANTIDAD,UNIDAD,CANTIDADSECUNDARIA,UNIDADSECUNDARIA,IMPORTE,DESCRIPCION,CANTIDADHA,DEPOSITO,PRECIO,TIPOLABOR,PLANAGRICOLAITEMDESC,INDICADOR,TIPO,ESTADO,PRODUCTOTIPO,CLASEVO,CAMPANIA,AMBIENTE,ANOMES,COORDENADAS,PORCENTAJEHUMEDAD,LABORUTADA,MONEDAPRODUCTO,MONEDATRANSACCION,CANTIDADHUMEDA,CANTIDADSECA,SUPERFICIECOSECHADA,SUPERFICIESEMBRADA,RINDESECOSEMBRADO,RINDESECOCOSECHADO,IMPORTEHA,EMPRESA,ESTADIO,VARIEDAD,LUGARID,ACTIVIDADID,CAMPANAID,BANDATOXICOLOGICA,PRODUCTOFAMILIAID,PRODUCTORUBROID,CENTROCOSTO,RINDECANTHALOTE,RINDECANTHAESTABLECIMIENTO,IMPORTEHARINDELOTE,IMPORTEHARINDEESTABLECIMIENTO,MARCA,PRINCIPIOACTIVO,SUBFAMILIA,FAMILIA,RUBRO
Compra,156674,2023-05-23,2023-05-23,Cosecha,0717,"COS-PAS - 735","El Guayaibi","El Tocon","Lote 17","Soja 1°",NULL,"Grano Soja",391,2093,,"CAMPAÑA 22/23",109,109,14490,Kilos,0,NULL,0,"Soja - Bolsa N° 6",132.936,EG-006,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,"Cosecha Gruesa",PESOS,PESOS,14490,14490,109,109,132.936,132.936,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",132.9358,18.215,0,0,,,,OLEAGINOSAS,Granos
Compra,154077,2023-05-13,2023-05-13,Cosecha,,"COS-TRAS - 2416","El Guayaibi","El Tocon","Lote 17","Soja 1°",10109786497,"Grano Soja",391,2093,,"CAMPAÑA 22/23",NULL,109,36280,Kilos,0,NULL,0,"Generado por TRAS-COS - 2399 - ",0,"BLOQUE EL TOCON",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,36280,36280,109,109,332.844,332.844,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",332.844,45.6065,0,0,,,,OLEAGINOSAS,Granos
Compra,154079,2023-05-13,2023-05-13,Cosecha,,"COS-TRAS - 2417","El Guayaibi","El Tocon","Lote 17","Soja 1°",10109786988,"Grano Soja",391,2093,,"CAMPAÑA 22/23",NULL,109,30420,Kilos,0,NULL,0,"Generado por TRAS-COS - 2400 - JESUS MARIA - HYH - CAMPAÑA 22/23",0,"BLOQUE EL TOCON",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30420,30420,109,109,279.083,279.083,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",279.0826,38.2401,0,0,,,,OLEAGINOSAS,Granos
Compra,154075,2023-05-13,2023-05-13,Cosecha,,"COS-TRAS - 2415","El Guayaibi","El Tocon","Lote 17","Soja 1°",10109786245,"Grano Soja",391,2093,,"CAMPAÑA 22/23",NULL,109,9110,Kilos,0,NULL,0,"Generado por TRAS-COS - 2398 - ",0,"BLOQUE EL TOCON",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,9110,9110,109,109,83.578,83.578,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",83.578,11.4519,0,0,,,,OLEAGINOSAS,Granos
Compra,154099,2023-05-13,2023-05-13,Cosecha,,"COS-TRAS - 2421","El Guayaibi","El Tocon","Lote 17","Soja 1°",10109794632,"Grano Soja",391,2093,,"CAMPAÑA 22/23",NULL,109,30700,Kilos,0,NULL,0,"Generado por TRAS-COS - 2404 - JESUS MARIA - HYH - CAMPAÑA 22/23",0,"BLOQUE EL TOCON",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30700,30700,109,109,281.651,281.651,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",281.6514,38.5921,0,0,,,,OLEAGINOSAS,Granos
Compra,154071,2023-05-13,2023-05-13,Cosecha,,"COS-TRAS - 2413","El Guayaibi","El Tocon","Lote 17","Soja 1°",10109785923,"Grano Soja",391,2093,,"CAMPAÑA 22/23",NULL,109,30040,Kilos,0,NULL,0,"Generado por TRAS-COS - 2396 - ",0,"BLOQUE EL TOCON",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30040,30040,109,109,275.596,275.596,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",275.5963,37.7624,0,0,,,,OLEAGINOSAS,Granos
Compra,154073,2023-05-13,2023-05-13,Cosecha,,"COS-TRAS - 2414","El Guayaibi","El Tocon","Lote 17","Soja 1°",10109786086,"Grano Soja",391,2093,,"CAMPAÑA 22/23",NULL,109,13830,Kilos,0,NULL,0,"Generado por TRAS-COS - 2397 - ",0,"BLOQUE EL TOCON",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,13830,13830,109,109,126.881,126.881,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",126.8807,17.3853,0,0,,,,OLEAGINOSAS,Granos
Compra,152439,2023-05-08,2023-05-08,Cosecha,,"COS-TRAS - 2331","El Guayaibi","El Tocon","Lote 18","Soja 1°",10109652642,"Grano Soja",391,2094,,"CAMPAÑA 22/23",NULL,122.5,30400,Kilos,0,NULL,0,"Generado por TRAS-COS - 2314 - ",0,"GUAYAIBI MAIZ",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,30400,30400,122.5,122.5,248.163,248.163,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",248.1633,38.215,0,0,,,,OLEAGINOSAS,Granos
Compra,152331,2023-05-08,2023-05-08,Cosecha,,"COS-TRAS - 2325","El Guayaibi","El Tocon","Lote 18","Soja 1°",10109643999,"Grano Soja",391,2094,,"CAMPAÑA 22/23",NULL,122.5,29960,Kilos,0,NULL,0,"Generado por TRAS-COS - 2308 - ",0,"GUAYAIBI MAIZ",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,29960,29960,122.5,122.5,244.571,244.571,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",244.5714,37.6618,0,0,,,,OLEAGINOSAS,Granos
Compra,152336,2023-05-08,2023-05-08,Cosecha,,"COS-TRAS - 2326","El Guayaibi","El Tocon","Lote 18","Soja 1°",10109644629,"Grano Soja",391,2094,,"CAMPAÑA 22/23",NULL,122.5,34440,Kilos,0,NULL,0,"Generado por TRAS-COS - 2309 - ",0,"GUAYAIBI MAIZ",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Maíz,2023-05,,NULL,NULL,PESOS,PESOS,34440,34440,122.5,122.5,281.143,281.143,0,"HYH Outfitters S.A.",NULL,NULL,58,33,23,NULL,17,9,"El Guayaibi-Soja 1°-CAMPAÑA 22/23",281.1429,43.2935,0,0,,,,OLEAGINOSAS,Granos
Compra,153696,2023-05-11,2023-05-11,Cosecha,,"COS-TRAS - 2388","El Entrevero","General Capdevila","Lote 9","Soja 1°",10109747053,"Grano Soja",391,1891,,"CAMPAÑA 22/23",NULL,109,31670,Kilos,0,NULL,0,"Generado por TRAS-COS - 2371 - CMR619337-CARATULA MATBA-ROFEX COMERCIO INTERIOR SA 30645289826",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",NULL,2023-05,,NULL,NULL,PESOS,PESOS,31670,31670,109,109,290.551,290.551,0,"HYH Outfitters S.A.",NULL,NULL,48,33,23,NULL,17,9,"El Entrevero-Soja 1°-CAMPAÑA 22/23",290.5505,60.9038,0,0,,,,OLEAGINOSAS,Granos
Compra,153698,2023-05-11,2023-05-11,Cosecha,,"COS-TRAS - 2389","El Entrevero","General Capdevila","Lote 9","Soja 1°",10109747078,"Grano Soja",391,1891,,"CAMPAÑA 22/23",NULL,109,30920,Kilos,0,NULL,0,"Generado por TRAS-COS - 2372 - CMR619337-CARATULA MATBA-ROFEX COMERCIO INTERIOR SA 30645289826",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",NULL,2023-05,,NULL,NULL,PESOS,PESOS,30920,30920,109,109,283.67,283.67,0,"HYH Outfitters S.A.",NULL,NULL,48,33,23,NULL,17,9,"El Entrevero-Soja 1°-CAMPAÑA 22/23",283.6697,59.4615,0,0,,,,OLEAGINOSAS,Granos
Compra,153700,2023-05-11,2023-05-11,Cosecha,,"COS-TRAS - 2390","El Entrevero","General Capdevila","Lote 9","Soja 1°",10109747141,"Grano Soja",391,1891,,"CAMPAÑA 22/23",NULL,109,30070,Kilos,0,NULL,0,"Generado por TRAS-COS - 2373 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",NULL,2023-05,,NULL,NULL,PESOS,PESOS,30070,30070,109,109,275.872,275.872,0,"HYH Outfitters S.A.",NULL,NULL,48,33,23,NULL,17,9,"El Entrevero-Soja 1°-CAMPAÑA 22/23",275.8716,57.8269,0,0,,,,OLEAGINOSAS,Granos
Compra,153702,2023-05-11,2023-05-11,Cosecha,,"COS-TRAS - 2391","El Entrevero","General Capdevila","Lote 9","Soja 1°",10109747155,"Grano Soja",391,1891,,"CAMPAÑA 22/23",NULL,109,30200,Kilos,0,NULL,0,"Generado por TRAS-COS - 2374 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",NULL,2023-05,,NULL,NULL,PESOS,PESOS,30200,30200,109,109,277.064,277.064,0,"HYH Outfitters S.A.",NULL,NULL,48,33,23,NULL,17,9,"El Entrevero-Soja 1°-CAMPAÑA 22/23",277.0642,58.0769,0,0,,,,OLEAGINOSAS,Granos
Compra,150083,2023-04-27,2023-04-27,Cosecha,,"COS-TRAS - 2258","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109447265,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,10700,Kilos,0,NULL,0,"Generado por TRAS-COS - 2241 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE LA EMILIA ",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,10700,10700,114.5,114.5,93.4498,93.4498,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",93.4498,23.8042,0,0,,,,OLEAGINOSAS,Granos
Compra,150101,2023-04-27,2023-04-27,Cosecha,,"COS-TRAS - 2265","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109448868,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,29960,Kilos,0,NULL,0,"Generado por TRAS-COS - 2248 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,29960,29960,114.5,114.5,261.659,261.659,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",261.6594,66.6518,0,0,,,,OLEAGINOSAS,Granos
Compra,150097,2023-04-27,2023-04-27,Cosecha,,"COS-TRAS - 2263","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109448545,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,36120,Kilos,0,NULL,0,"Generado por TRAS-COS - 2246 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,36120,36120,114.5,114.5,315.458,315.458,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",315.4585,80.356,0,0,,,,OLEAGINOSAS,Granos
Compra,150111,2023-04-27,2023-04-27,Cosecha,,"COS-TRAS - 2270","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109449163,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,25410,Kilos,0,NULL,0,"Generado por TRAS-COS - 2253 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,25410,25410,114.5,114.5,221.921,221.921,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",221.9214,56.5295,0,0,,,,OLEAGINOSAS,Granos
Compra,150312,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2272","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109465549,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,3500,Kilos,0,NULL,0,"Generado por TRAS-COS - 2255 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,3500,3500,114.5,114.5,30.5677,30.5677,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",30.5677,7.7864,0,0,,,,OLEAGINOSAS,Granos
Compra,150341,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2274","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109466258,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,36010,Kilos,0,NULL,0,"Generado por TRAS-COS - 2257 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,36010,36010,114.5,114.5,314.498,314.498,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",314.4978,80.1112,0,0,,,,OLEAGINOSAS,Granos
Compra,150372,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2275","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109466641,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,30580,Kilos,0,NULL,0,"Generado por TRAS-COS - 2258 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,30580,30580,114.5,114.5,267.074,267.074,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",267.0742,68.0311,0,0,,,,OLEAGINOSAS,Granos
Compra,150391,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2276","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109467253,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,31790,Kilos,0,NULL,0,"Generado por TRAS-COS - 2259 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,31790,31790,114.5,114.5,277.642,277.642,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",277.6419,70.723,0,0,,,,OLEAGINOSAS,Granos
Compra,150415,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2277","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109468424,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,35740,Kilos,0,NULL,0,"Generado por TRAS-COS - 2260 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,35740,35740,114.5,114.5,312.14,312.14,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",312.1397,79.5106,0,0,,,,OLEAGINOSAS,Granos
Compra,150506,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2278","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109470875,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,30460,Kilos,0,NULL,0,"Generado por TRAS-COS - 2261 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,30460,30460,114.5,114.5,266.026,266.026,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",266.0262,67.7642,0,0,,,,OLEAGINOSAS,Granos
Compra,150510,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2279","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109471084,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,36440,Kilos,0,NULL,0,"Generado por TRAS-COS - 2262 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,36440,36440,114.5,114.5,318.253,318.253,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",318.2533,81.0679,0,0,,,,OLEAGINOSAS,Granos
Compra,150526,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2284","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109473472,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,30330,Kilos,0,NULL,0,"Generado por TRAS-COS - 2267 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,30330,30330,114.5,114.5,264.891,264.891,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",264.8908,67.475,0,0,,,,OLEAGINOSAS,Granos
Compra,150529,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2285","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109475089,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,29860,Kilos,0,NULL,0,"Generado por TRAS-COS - 2268 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,29860,29860,114.5,114.5,260.786,260.786,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",260.786,66.4294,0,0,,,,OLEAGINOSAS,Granos
Compra,150516,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2281","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109471569,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,36120,Kilos,0,NULL,0,"Generado por TRAS-COS - 2264 - CARGADOR ACA CDC CORZUELA DIR RTT1 RTTE2 ACA CDC",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,36120,36120,114.5,114.5,315.458,315.458,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",315.4585,80.356,0,0,,,,OLEAGINOSAS,Granos
Compra,150537,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2289","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109475354,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,29470,Kilos,0,NULL,0,"Generado por TRAS-COS - 2272 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,29470,29470,114.5,114.5,257.38,257.38,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",257.3799,65.5617,0,0,,,,OLEAGINOSAS,Granos
Compra,149719,2023-04-26,2023-04-26,Cosecha,,"COS-TRAS - 2240","5 Estribos","General Capdevila","Lote 1","Soja 1°",10109420069,"Grano Soja",391,1892,,"CAMPAÑA 22/23",NULL,114.5,7000,Kilos,0,NULL,0,"Generado por TRAS-COS - 2223 - ADAMA ARGENTINA S.A. GRASSI S.A.",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Vicia,2023-04,,NULL,NULL,PESOS,PESOS,7000,7000,114.5,114.5,61.1354,61.1354,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",61.1354,15.5729,0,0,,,,OLEAGINOSAS,Granos
Compra,150542,2023-04-28,2023-04-28,Cosecha,,"COS-TRAS - 2290","5 Estribos","General Capdevila","Lote 4","Soja 1°",10109475842,"Grano Soja",391,1893,,"CAMPAÑA 22/23",NULL,84,29330,Kilos,0,NULL,0,"Generado por TRAS-COS - 2273 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Moha,2023-04,,NULL,NULL,PESOS,PESOS,29330,29330,84,84,349.167,349.167,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",349.1667,65.2503,0,0,,,,OLEAGINOSAS,Granos
Compra,150686,2023-04-30,2023-04-30,Cosecha,0665,"COS-PAS - 683","5 Estribos","General Capdevila","Lote 4","Soja 1°",NULL,"Grano Soja",391,1893,,"CAMPAÑA 22/23",84,84,90800,Kilos,0,NULL,0,"Semilla Kumagro",1080.95,5E-002,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Moha,2023-04,,NULL,"Cosecha Gruesa",PESOS,PESOS,90800,90800,84,84,1080.95,1080.95,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",1080.9524,202.0022,0,0,,,,OLEAGINOSAS,Granos
Compra,150687,2023-04-30,2023-04-30,Cosecha,0666,"COS-PAS - 684","5 Estribos","General Capdevila","Lote 4","Soja 1°",NULL,"Grano Soja",391,1893,,"CAMPAÑA 22/23",84,84,139700,Kilos,0,NULL,0,,1663.1,5E-003,0,Propia,,Ha.,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Moha,2023-04,,NULL,"Cosecha Gruesa",PESOS,PESOS,139700,139700,84,84,1663.1,1663.1,0,"HYH Outfitters S.A.",NULL,NULL,44,33,23,NULL,17,9,"5 Estribos-Soja 1°-CAMPAÑA 22/23",1663.0952,310.7898,0,0,,,,OLEAGINOSAS,Granos
Compra,167232,2023-06-29,2023-06-29,Cosecha,,"COS-TRAS - 2818","La Agustina","General Capdevila","Lote 1","Maiz 1°",10110631045,"Grano Maíz",491,1894,,"CAMPAÑA 22/23",NULL,79.5,31100,Kilos,0,NULL,0,"Generado por TRAS-COS - 2798 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Soja,2023-06,,NULL,NULL,PESOS,PESOS,31100,31100,79.5,79.5,391.195,391.195,0,"HYH Outfitters S.A.",NULL,NULL,47,42,23,NULL,16,9,"La Agustina-Maiz 1°-CAMPAÑA 22/23",391.195,102.4712,0,0,,,,CEREALES,Granos
Compra,167223,2023-06-29,2023-06-29,Cosecha,,"COS-TRAS - 2815","La Agustina","General Capdevila","Lote 1","Maiz 1°",10110630710,"Grano Maíz",491,1894,,"CAMPAÑA 22/23",NULL,79.5,31300,Kilos,0,NULL,0,"Generado por TRAS-COS - 2795 - ",0,"BLOQUE SANTA TERESA",0,Propia,,NULL,Producción,Ejecutado,Producción,LaboreoParteVO,"CAMPAÑA 22/23",Soja,2023-06,,NULL,NULL,PESOS,PESOS,31300,31300,79.5,79.5,393.711,393.711,0,"HYH Outfitters S.A.",NULL,NULL,47,42,23,NULL,16,9,"La Agustina-Maiz 1°-CAMPAÑA 22/23",393.7107,103.1301,0,0,,,,CEREALES,Granos
